,基金代码,基金简称
7613,007842,南华中证杭州湾区ETF联接A
7614,010049,长城成长先锋混合A
7615,011943,工银瑞盛一年定开纯债债券发起式
7616,012016,国投瑞银顺成3个月定开债
7617,010810,湘财久盈中短债A
7618,010078,博时恒荣一年混合A
7619,014178,华安景气驱动一年持有混合C
7620,007755,上银慧永利中短期债券C
7621,010530,广发中债1-5年国开债指数C
7622,006190,前海开源裕瑞混合C
7623,008671,银华科技创新混合
7624,011052,鹏华弘裕一年持有期混合A
7625,009293,易方达年年恒春定开债C
7626,010226,博时双季享持有期债券B
7627,001970,泰信鑫选灵活配置混合A
7628,013523,华富吉丰60天滚动持有中短债C
7629,010606,创金合信鑫祥混合C
7630,011807,平安研究精选混合A
7631,011655,天弘兴益一年定开
7632,010860,富国中债0-2年国开债指数C
7633,009927,工银聚利18个月定开混合A
7634,008642,国金惠远纯债A
7635,012580,财通资管鸿安30天滚动中短债A
7636,008185,诺安研究优选混合A
7637,009301,恒生前海短债债券A
7638,010746,富安达长三角区域主题混合
7639,008243,英大通盈纯债债券C
7640,502056,广发中证医疗指数(LOF)A
7641,008532,惠升惠民混合C
7642,015182,汇添富逆向投资混合D
7643,009448,泰康申润一年持有期混合A
7644,014142,大成新能源混合发起式C
7645,005316,泰达宏利交利3个月定开债C
7646,015666,银河医药混合C
7647,010309,德邦锐裕利率债债券A
7648,010614,中融产业趋势一年定开混合C
7649,011552,鹏华民丰盈和6个月持有混合A
7650,970039,天风六个月滚动持有债券A
7651,485018,工银7天理财债券B
7652,485118,工银7天理财债券A
7653,010408,安信浩盈6个月持有混合
7654,013468,长盛盛康纯债债券D
7655,511360,海富通中证短融ETF
7656,010227,博时双季享持有期债券C
7657,011019,景顺长城安泽回报一年持有混合C
7658,012732,融通通跃一年定开债发起式
7659,006747,东海祥利纯债
7660,007114,永赢高端制造混合C
7661,011968,农银汇理金盛债券
7662,010712,中欧瑾利混合A
7663,009407,格林泓远纯债A
7664,008395,方正富邦恒利纯债C
7665,012609,安信稳健汇利一年持有混合A
7666,015303,鹏扬丰融价值先锋一年持有混合A
7667,012603,富安达富利纯债C
7668,900017,中信增益十八个月持有债券A
7669,257060,国联安上证商品ETF联接A
7670,009635,鹏华安睿两年持有期混合C
7671,009767,安信平稳双利3个月持有混合C
7672,010240,平安季季享3个月持有债券A
7673,010916,交银臻选回报混合A
7674,014977,华安生态优先混合C
7675,010701,恒越内需驱动混合A
7676,970056,国联金如意3个月滚动持有债A
7677,008612,国投瑞银顺恒纯债债券
7678,007135,广发中证100ETF联接A
7679,015181,汇添富逆向投资混合C
7680,160725,嘉实基本面50指数(LOF)C
7681,002199,前海开源中证军工指数C
7682,004606,上投摩根优选多因子股票
7683,008851,景顺长城量化对冲策略三个月定开
7684,009285,泰康招泰尊享一年持有期混合A
7685,008232,中银恒优12个月持有期债券A
7686,160143,南方创业板2年定期开放混合
7687,011397,招商瑞和1年持有期混合A
7688,970063,华安证券合赢六个月持有债券
7689,159944,广发中证全指原材料ETF
7690,007227,海富通中短债债券A
7691,011038,新华利率债债券A
7692,010215,中欧达益稳健一年混合A
7693,008107,华商医药医疗行业股票
7694,011910,南方臻利3个月定开债券发起
7695,008267,华夏鼎明债券C
7696,516970,广发中证基建工程ETF
7697,009269,创金合信稳健增利6个月持有期C
7698,008735,汇安盛鑫三年定开纯债债券
7699,000579,鑫元恒鑫收益增强债券型发起式C
7700,009104,新华纯债添利债券发起B
7701,010513,淳厚益加债券A
7702,010713,中欧瑾利混合C
7703,009569,浙商智多宝稳健一年持有期C
7704,012581,财通资管鸿安30天滚动中短债C
7705,009257,工银尊利中短债债券F
7706,012953,华泰柏瑞恒利混合A
7707,009267,广发双债添利债券E
7708,007554,财通恒利纯债
7709,007179,浙商丰顺纯债债券
7710,003570,招商招丰纯债C
7711,009886,新华景气行业混合C
7712,011176,平安恒鑫混合C
7713,010141,朱雀企业优选A
7714,881010,招商资管睿丰三个月持有债A
7715,009453,平安合兴1年定开债
7716,009405,平安惠隆纯债C
7717,012814,兴华安盈一年定开债券发起式
7718,010566,东方恒瑞短债债券B
7719,005047,南华瑞扬纯债A
7720,010565,东方恒瑞短债债券A
7721,011394,中欧融益稳健一年混合C
7722,008835,富国量化三个月持有期混合A
7723,012330,广发集优9个月持有期债券A
7724,010478,景顺长城泰祥回报混合
7725,007443,浙商汇金聚盈中短债C
7726,011057,汇添富丰利短债债券C
7727,016461,华宝核心优势混合C
7728,005721,前海开源乾盛定开债C
7729,007606,嘉实沪深300红利低波动ETF联接C
7730,009740,博时研究臻选持有期混合A
7731,501203,易方达创新未来混合(LOF)
7732,012701,安信民安回报一年持有混合A
7733,007519,东方阿尔法优选混合C
7734,007199,永赢泰利债券A
7735,011954,广发汇荣三个月定开债券
7736,011929,申万安泰稳利纯债一年定开债
7737,013804,财通资管鸿越3个月滚动持有债券A
7738,012702,安信民安回报一年持有混合C
7739,510350,工银瑞信沪深300ETF
7740,202305,南方旺元60天滚动持有中短债A
7741,161631,融通人工智能指数(LOF)A
7742,012250,安信平衡增利混合A
7743,011061,广发安悦回报混合C
7744,008583,西部利得中债1-3年政金债指数A
7745,850003,海通海升六个月持有债券A
7746,015709,上投摩根中国优势混合C
7747,007389,上投摩根研究驱动C
7748,009670,东方红益丰纯债债券
7749,006806,西部利得添盈短债债券A
7750,009082,华夏鼎佳债券A
7751,008784,南方乐元中短利率债C
7752,008881,国联安增顺纯债C
7753,008495,景顺长城景泰添利一年定开债
7754,159880,鹏华国证有色金属行业ETF
7755,970057,国联金如意3个月滚动持有债C
7756,011891,易方达先锋成长混合A
7757,011953,招商招瑞纯债发起式D
7758,009818,红塔红土稳健精选混合C
7759,005350,诺德短债债券A
7760,970027,国海六个月滚动持有债券A
7761,012392,兴银稳安60天滚动持有债券A
7762,009276,鹏华9-10年利率发起式债券C
7763,010863,鹏华安裕5个月持有期混合A
7764,008062,惠升惠新混合C
7765,009420,宝盈祥明一年定开混合C
7766,009094,华泰柏瑞鸿利中短债C
7767,011485,申万菱信宜选混合C
7768,014841,东方阿尔法医疗健康混合发起A
7769,005214,华夏鼎旺三个月定开债C
7770,010884,中银臻享债券
7771,013449,广发景宁债券C
7772,013807,财通资管鸿越3个月滚动持有债券E
7773,012063,天弘中债1-5年政金债
7774,002337,创金合信季安鑫3个月A
7775,007821,华泰紫金丰利中短债发起A
7776,007966,民生加银品质消费股票C
7777,011660,汇添富中高等级信用债E
7778,012954,华泰柏瑞恒利混合C
7779,011553,鹏华民丰盈和6个月持有混合C
7780,014267,华商竞争力优选混合A
7781,900003,中信证券臻选价值成长混合A
7782,011066,大成高新技术产业股票C
7783,012393,兴银稳安60天滚动持有债券C
7784,010241,平安季季享3个月持有债券C
7785,008713,国泰中证全指家用电器ETF联接A
7786,008923,建信医疗健康行业股票A
7787,015304,鹏扬丰融价值先锋一年持有混合C
7788,011253,华宝1-5年政金债指数
7789,009793,工银瑞益债券C
7790,012610,安信稳健汇利一年持有混合C
7791,008146,中银添瑞6个月A
7792,010960,大成惠恒一年定开债券发起式
7793,001693,招商招利1个月期理财债券C
7794,001237,博时上证50ETF联接A
7795,010346,华泰柏瑞成长智选混合C
7796,003880,嘉实稳骏
7797,011572,鹏华安荣混合A
7798,000808,招商招利1个月期理财债券A
7799,000809,招商招利1个月期理财债券B
7800,007136,广发中证100ETF联接C
7801,009821,嘉实浦惠6个月持有期混合C
7802,011245,中加瑞享纯债债券C
7803,010129,宝盈发展新动能股票C
7804,011597,汇添富多策略纯债E
7805,008237,招商深证100ETF联接C
7806,009638,华泰紫金周周购12个月滚动债发起A
7807,009041,浦银安盛普天纯债债券A
7808,009683,汇添富创新增长一年定开混合A
7809,010937,交银均衡成长一年混合C
7810,009942,财通资管鸿益中短债债券E
7811,110051,易方达安和中短债A
7812,485120,工银14天理财债券发起A
7813,011053,鹏华弘裕一年持有期混合C
7814,515280,富国中证银行ETF
7815,009182,浙商智多兴稳健回报一年持有混合C
7816,010035,平安高等级债E
7817,012136,景顺长城景泰鑫利纯债C
7818,013197,南方兴锦利一年定开债
7819,010262,海富通中债1-3年农发债A
7820,010811,湘财久盈中短债C
7821,011067,财通资管鸿达纯债I
7822,011864,博时恒泰债券A
7823,014285,鑫元健康产业混合发起式A
7824,015006,中欧量化动力混合A
7825,013391,招商安泰债券D
7826,011623,汇添富中短债E
7827,012745,华宝宝瑞一年定开债
7828,009302,恒生前海短债债券C
7829,009653,大成丰享回报混合A
7830,015669,银河蓝筹混合C
7831,001617,天弘中证电子ETF联接A
7832,004260,德邦稳盈增长灵活配置混合
7833,011685,创金合信先进装备股票A
7834,013805,财通资管鸿越3个月滚动持有债券B
7835,009284,上银慧丰利债券
7836,013806,财通资管鸿越3个月滚动持有债券C
7837,008433,凯石岐短债A
7838,010268,太平睿安混合A
7839,011510,国寿安保稳鑫一年持有混合A
7840,008796,中融恒安纯债A
7841,008070,鹏扬富利增强债C
7842,011984,永赢中债3-5年政金债指数C
7843,014842,东方阿尔法医疗健康混合发起C
7844,510380,国寿安保沪深300ETF
7845,008512,宝盈鸿盛债券C
7846,010587,鹏扬先进制造混合A
7847,008551,东财医药A
7848,010079,博时恒荣一年混合C
7849,015772,银华互联网主题灵活配置混合C
7850,009316,交银中债1-3年政金债指数C
7851,010527,景顺长城景泰优利一年定开纯债
7852,011086,易方达瑞康混合A
7853,009901,易方达磐固六个月持有期混合C
7854,011619,鹏扬淳兴三个月定期开放债券A
7855,009792,工银瑞益债券A
7856,011658,汇添富中高等级信用债A
7857,010263,海富通中债1-3年农发债C
7858,010459,鑫元乾利债券
7859,881011,招商资管睿丰三个月持有债C
7860,012331,广发集优9个月持有期债券C
7861,012251,安信平衡增利混合C
7862,015768,长信内需成长混合C
7863,012818,招商享诚增强债券A
7864,011398,招商瑞和1年持有期混合C
7865,561510,华泰柏瑞中证中药ETF
7866,010836,国泰瑞泰纯债债券
7867,015497,华泰紫金中证医药50指数发起A
7868,002580,泰信鑫选灵活配置混合C
7869,010803,天弘庆享债券A
7870,011187,中加穗盈纯债债券
7871,010545,中加聚隆持有期混合A
7872,012503,国泰中证环保产业50ETF联接A
7873,015381,东方兴瑞趋势领航混合A
7874,009277,融通行业景气混合C
7875,013593,南方3-5年农发债E
7876,012356,浦银安盛季季鑫90天滚动短债A
7877,011892,易方达先锋成长混合C
7878,008924,建信医疗健康行业股票C
7879,015498,华泰紫金中证医药50指数发起C
7880,012659,华安安益灵活配置混合C
7881,008068,圆信永丰丰和C
7882,011573,鹏华安荣混合C
7883,009286,泰康招泰尊享一年持有期混合C
7884,010819,安信稳健回报6个月混合A
7885,009309,国寿安保尊庆6个月持有期债券A
7886,012452,国泰利优30天滚动持有短债A
7887,855001,海通海升六个月持有债券C
7888,011946,建信裕丰利率债三个月定开债A
7889,161721,招商沪深300地产等权重指数A
7890,012591,广发添财180天滚动持有债券A
7891,011262,华夏鼎英债券A
7892,011263,华夏鼎英债券C
7893,014713,恒生前海恒裕债券C
7894,008689,大成景乐纯债债券C
7895,007843,南华中证杭州湾区ETF联接C
7896,012593,广发添财180天滚动持有债券E
7897,012724,国泰中证畜牧养殖ETF联接A
7898,012395,兴业60天滚动持有短债债券A
7899,008233,中银恒优12个月持有期债券C
7900,011039,新华利率债债券C
7901,008765,中加瑞享纯债债券A
7902,010188,中欧添益一年混合A
7903,014268,华商竞争力优选混合C
7904,015382,东方兴瑞趋势领航混合C
7905,013976,财通资管鸿佳60天滚动中短债A
7906,009065,鹏扬景沃六个月持有期混合C
7907,010036,广发恒通六个月持有期混合A
7908,010514,淳厚益加债券C
7909,011620,鹏扬淳兴三个月定期开放债券C
7910,008716,鹏华优质回报两年定开混合
7911,010050,长城成长先锋混合C
7912,012423,山西证券超短债E
7913,510390,平安沪深300ETF
7914,970098,东证融汇鑫享30天滚动持有中短债A
7915,014286,鑫元健康产业混合发起式C
7916,014526,汇添富中盘潜力增长一年持有混合A
7917,011492,华泰紫金丰睿债券发起A
7918,012039,中加1-5年国开债指数
7919,016355,华夏国证疫苗与生物科技指数发起A
7920,010510,工银14天理财债券发起C
7921,010324,广发招财短债债券E
7922,013077,永赢乾益债券
7923,011001,中邮兴荣价值一年持有混合
7924,016356,华夏国证疫苗与生物科技指数发起C
7925,007226,海富通中短债债券C
7926,010567,东方恒瑞短债债券C
7927,009928,工银聚利18个月定开混合C
7928,010823,景顺长城顺安回报混合C
7929,010959,大成惠泽一年定开债券发起式
7930,015007,中欧量化动力混合C
7931,011234,泰达宏利中债1-5年国开债A
7932,005021,渤海汇金量化汇盈混合
7933,010725,鹏华安享一年持有期混合A
7934,005089,嘉实新添辉定期混合C
7935,012029,广发恒鑫一年持有期混合A
7936,860036,光大阳光混合B
7937,007394,东兴兴财短债债券A
7938,007766,前海开源1-3年国开债C
7939,010582,中信建投中债3-5年政金债C
7940,012604,浙商兴盛一年定开债券型发起式
7941,011618,国投瑞银瑞泰多策略混合C
7942,011808,平安研究精选混合C
7943,010512,工银7天理财债券C
7944,860001,光大阳光混合A
7945,011952,万家悦兴3个月定开债券
7946,009771,汇安嘉汇纯债债券C
7947,007646,平安季享裕定开债C
7948,010551,淳厚欣颐一年持有期混合
7949,011087,易方达瑞康混合C
7950,012357,浦银安盛季季鑫90天滚动短债C
7951,012135,鹏华安裕5个月持有期混合C
7952,013977,财通资管鸿佳60天滚动中短债C
7953,014082,平安中债1-3年国开债指数C
7954,009042,浦银安盛普天纯债债券C
7955,011999,富国安泰90天滚动持有短债A
7956,003846,汇安丰恒灵活配置混合C
7957,009810,易方达悦通一年持有期混合A
7958,011310,中融恒阳纯债A
7959,012761,华泰柏瑞上证红利ETF联接A
7960,012099,华夏稳健增利滚动持有债A
7961,012324,兴证全球恒惠30天持有超短债A
7962,011235,泰达宏利中债1-5年国开债C
7963,011115,海富通利率债债券A
7964,000090,民生加银高等级信用债A
7965,012592,广发添财180天滚动持有债券C
7966,014577,华泰柏瑞恒悦混合A
7967,007211,汇安中短债债券E
7968,110050,易方达安和中短债C
7969,008879,国联安中债1-3年政金融债
7970,010944,招商商业模式优选A
7971,013203,恒生前海恒祥纯债债券C
7972,012273,富国汇鑫金融债三个月定开债A
7973,011094,诺德安盛纯债
7974,011865,博时恒泰债券C
7975,011659,汇添富中高等级信用债C
7976,013236,长信30天滚动持有债券A
7977,015332,恒生前海恒利纯债C
7978,010635,天弘合益债券发起C
7979,007337,汇安嘉盛纯债债券C
7980,001058,华夏理财30天债券B
7981,012453,国泰利优30天滚动持有短债C
7982,012396,兴业60天滚动持有短债债券C
7983,012819,招商享诚增强债券C
7984,011947,建信裕丰利率债三个月定开债C
7985,005518,富国新趋势灵活配置混合C
7986,013265,鹏扬淳熙一年定开债发起式
7987,012030,广发恒鑫一年持有期混合C
7988,013065,国泰利泽90天滚动持有中短债A
7989,970011,平安安赢添利半年滚动持有A
7990,010843,富国天润回报混合A
7991,012504,国泰中证环保产业50ETF联接C
7992,007257,凯石沣混合A
7993,012762,华泰柏瑞上证红利ETF联接C
7994,007909,招商添韵3个月定开债C
7995,009663,华泰紫金科创3年封闭混合A
7996,012265,天弘安怡30天滚动持有短债
7997,014086,兴证全球恒悦180天持有债券A
7998,160142,南方优势产业(LOF)
7999,014578,华泰柏瑞恒悦混合C
8000,008854,南方内需增长两年股票A
8001,013075,建信鑫悦90天滚动中短债A
8002,014527,汇添富中盘潜力增长一年持有混合C
8003,011773,国寿安保璟珹6个月持有混合A
8004,970099,东证融汇鑫享30天滚动持有中短债C
8005,011079,嘉实致泓一年定期纯债债券
8006,970096,东证融汇禧悦90天滚动持有中短债A
8007,009639,华泰紫金周周购12个月滚动债发起C
8008,008714,国泰中证全指家用电器ETF联接C
8009,010874,泰康品质生活混合A
8010,012941,广发添财90天滚动持有债券A
8011,012031,光大纯债债券A
8012,012295,华安锦灏金融债3个月定开债发起式
8013,012229,华安众鑫90天滚动短债A
8014,010365,鹏华香港银行指数(LOF)C
8015,012574,汇添富稳利60天短债A
8016,014938,同泰产业升级混合A
8017,900026,中信证券信盈一年持有债券
8018,012725,国泰中证畜牧养殖ETF联接C
8019,011116,海富通利率债债券C
8020,010254,嘉实丰年一年定期纯债债券A
8021,001467,华富永鑫灵活配置混合C
8022,009310,国寿安保尊庆6个月持有期债券C
8023,006808,西部利得添盈短债债券E
8024,970061,华鑫乐享周周购三个月持有A
8025,007920,诺德短债债券C
8026,008797,中融恒安纯债C
8027,008384,银华汇益一年持有期混合A
8028,013585,天弘齐享债券发起A
8029,012890,大成景盈债券C
8030,008505,浙商中短债债券A
8031,012325,兴证全球恒惠30天持有超短债C
8032,011414,鹏华宁华一年持有期混合A
8033,013378,方正富邦稳裕纯债A
8034,015779,景顺长城价值边际灵活配置混合C
8035,008836,富国量化三个月持有期混合C
8036,012153,博时研究慧选混合A
8037,970065,长城证券三个月滚动持有B
8038,011511,国寿安保稳鑫一年持有混合C
8039,012465,上银慧嘉利债券
8040,010216,中欧达益稳健一年混合C
8041,010515,富国天兴回报混合A
8042,011118,汇添富稳健睿选一年持有混合A
8043,011717,浦银均衡优选6个月持有混合A
8044,011504,上银丰益混合A
8045,014087,兴证全球恒悦180天持有债券C
8046,014818,国金新兴价值混合A
8047,013272,国泰君安1年定开债券发起式
8048,010844,富国天润回报混合C
8049,970064,长城证券三个月滚动持有A
8050,015046,前海开源中航军工指数C
8051,009449,泰康申润一年持有期混合C
8052,008552,东财医药C
8053,013237,长信30天滚动持有债券C
8054,970013,平安安赢添利半年滚动持有C
8055,161122,易方达中证万得生物科技指数(LOF)A
8056,012134,中银嘉享3个月定开债
8057,011008,国寿安保尊弘短债债券A
8058,005663,嘉实金融精选股票C
8059,012100,华夏稳健增利滚动持有债C
8060,011803,景顺长城宁景6个月持有混合A
8061,013656,博时臻选纯债债券C
8062,091021,大成月添利一个月滚动持有中短债B
8063,006768,华安沪港深优选混合
8064,012246,博时月月享30天持有期短债A
8065,011048,天弘恒新混合A
8066,013066,国泰利泽90天滚动持有中短债C
8067,009831,长城稳利纯债A
8068,516360,华宝新材料ETF
8069,012172,工银1-3年国开债指数E
8070,006807,西部利得添盈短债债券C
8071,010541,国寿安保稳和6个月持有期混合A
8072,012000,富国安泰90天滚动持有短债C
8073,013520,富荣中短债债券A
8074,010848,渤海汇金兴荣一年定期开放债券
8075,011622,汇添富短债债券E
8076,970097,东证融汇禧悦90天滚动持有中短债C
8077,010018,招商瑞泽一年持有期混合A
8078,009654,大成丰享回报混合C
8079,010546,中加聚隆持有期混合C
8080,001209,前海开源一带一路混合A
8081,410009,华富量子生命力混合
8082,009741,博时研究臻选持有期混合C
8083,161025,富国中证移动互联网指数(LOF)A
8084,011974,新华中债1-5年农发行C
8085,012948,兴证全球恒利一年定开债券
8086,013156,兴银稳安60天滚动持有债券E
8087,512730,鹏华中证银行ETF
8088,011961,易方达稳鑫30天滚动持有短债A
8089,013076,建信鑫悦90天滚动中短债C
8090,013068,博时双月享60天滚动持有债券A
8091,012274,富国汇鑫金融债三个月定开债C
8092,160325,华夏创业板两年定开混合
8093,012942,广发添财90天滚动持有债券C
8094,014708,天弘臻选健康混合A
8095,004005,东方民丰回报赢安混合A
8096,012648,鹏华稳泰30天滚动持有债券A
8097,014939,同泰产业升级混合C
8098,970072,华安证券合赢添利债券
8099,970086,华安证券合赢三个月持有债券
8100,012750,上银慧鼎利债券
8101,011493,华泰紫金丰睿债券发起C
8102,011311,中融恒阳纯债C
8103,012270,富国腾享回报6个月滚动持有A
8104,013115,鑫元金融债3个月定开
8105,013966,西部利得双瑞一年定开债券发起
8106,014970,华安低碳生活混合C
8107,012049,天弘安盈一年持有A
8108,012266,中泰稳固周周购12周滚动债A
8109,012575,汇添富稳利60天短债C
8110,012012,海富通瑞兴3个月定开债券A
8111,001105,信澳转型创新股票A
8112,010702,恒越内需驱动混合C
8113,010259,淳厚稳悦债券C
8114,012032,光大纯债债券C
8115,001057,华夏理财30天债券A
8116,013281,国泰君安30天滚动持有中短债A
8117,513960,博时中证港股通消费主题ETF
8118,011226,西部利得聚盈一年定开债A
8119,010634,天弘合益债券发起A
8120,011198,交银施罗德鑫选回报混合A
8121,013251,中信建投稳硕债券A
8122,010933,中银稳汇短债债券E
8123,013138,上银中债5-10年国开债指数
8124,013521,富荣中短债债券C
8125,015696,农银绿色能源混合
8126,008632,南方吉元短债E
8127,011686,创金合信先进装备股票C
8128,012230,华安众鑫90天滚动短债C
8129,008912,平安元丰中短债债券C
8130,008236,招商深证100ETF联接A
8131,009832,长城稳利纯债C
8132,013654,永赢信利碳中和主题一年定开债
8133,011228,西部利得量化成长混合C
8134,009353,浙商科创一个月滚动持有混合A
8135,970058,安信瑞盈3个月滚动持有债A
8136,012938,创金合信尊泓债券A
8137,970012,平安安赢添利半年滚动持有B
8138,013586,天弘齐享债券发起C
8139,013814,汇添富稳鑫120天滚动持有债券A
8140,008565,泰康安泽中短债A
8141,970059,安信瑞盈3个月滚动持有债B
8142,013379,方正富邦稳裕纯债C
8143,012440,平安惠信3个月定开债A
8144,010758,国投瑞银顺景一年定开债
8145,007566,中银宁享债券
8146,159881,国泰中证有色金属ETF
8147,016352,建信高端医疗股票C
8148,970062,华鑫乐享周周购三个月持有C
8149,007982,红塔红土瑞祥纯债C
8150,008584,西部利得中债1-3年政金债指数C
8151,013202,恒生前海恒祥纯债债券A
8152,014819,国金新兴价值混合C
8153,970036,华安证券睿赢一年持有债券A
8154,008147,中银添瑞6个月C
8155,010269,太平睿安混合C
8156,501202,华泰紫金科创3年封闭混合C
8157,013411,嘉实方舟6个月滚动持有债券发起A
8158,015066,华夏逸享健康混合C
8159,000715,民生加银高等级信用债E
8160,000089,民生加银高等级信用债C
8161,970052,方正鑫悦一年持有债券A
8162,015052,东方红医疗升级股票发起A
8163,970066,长城证券三个月滚动持有C
8164,011950,嘉实稳元纯债债券C
8165,010038,广发恒通六个月持有期混合C
8166,012247,博时月月享30天持有期短债C
8167,013069,博时双月享60天滚动持有债券C
8168,013546,财通资管鸿享30天滚动中短债A
8169,012601,长信稳惠债券A
8170,014265,新华鼎利债券E
8171,014709,天弘臻选健康混合C
8172,007822,华泰紫金丰利中短债发起C
8173,010517,嘉合中债-1-3年政金债指数C
8174,010547,博时恒进持有期混合A
8175,011199,交银施罗德鑫选回报混合C
8176,011890,中金新璟3个月定期开放债券
8177,012947,百嘉百利一年定开纯债债券发起式
8178,970127,德邦资管月月鑫30天滚动债A
8179,970054,信达添利三个月持有债券
8180,012352,英大通惠多利债券A
8181,011804,景顺长城宁景6个月持有混合C
8182,009875,天弘甄选食品饮料股票A
8183,010170,中银证券鑫瑞6个月持有A
8184,010726,鹏华安享一年持有期混合C
8185,013701,招商稳锦混合A
8186,008882,国联安增祺纯债A
8187,011496,华泰紫金月月发1个月滚动债券发起A
8188,005482,博时创新驱动混合A
8189,011774,国寿安保璟珹6个月持有混合C
8190,012649,鹏华稳泰30天滚动持有债券C
8191,011962,易方达稳鑫30天滚动持有短债C
8192,011009,国寿安保尊弘短债债券C
8193,011227,西部利得聚盈一年定开债C
8194,009128,明亚价值长青混合A
8195,011049,天弘恒新混合C
8196,013282,国泰君安30天滚动持有中短债C
8197,014378,创金合信尊睿债券A
8198,010828,国寿安保稳悦混合A
8199,009228,平安增鑫六个月定开债C
8200,008883,国联安增祺纯债C
8201,880009,招商资管睿丰三个月持有债D
8202,010904,博时双季鑫6个月持有混合A
8203,013863,财通多利债券C
8204,970128,德邦资管月月鑫30天滚动债C
8205,009379,中银成长优选股票A
8206,012353,英大通惠多利债券C
8207,010255,嘉实丰年一年定期纯债债券C
8208,012915,中欧稳利60天滚动持有短债A
8209,014950,汇安润阳三年持有期混合A
8210,012166,工银1-3年农发债指数E
8211,013419,交银裕景纯债一年定开债
8212,012013,海富通瑞兴3个月定开债券C
8213,009811,易方达悦通一年持有期混合C
8214,011919,恒越短债债券A
8215,014083,浙商汇金月享30天滚动持有中短债A
8216,970040,天风六个月滚动持有债券C
8217,012939,创金合信尊泓债券C
8218,517180,南方富时中国国企开放共赢ETF
8219,008804,招商添华纯债A
8220,013563,银华季季盈3个月滚动持有债券A
8221,013168,东方红稳添利纯债C
8222,015767,弘毅远方经济新动力混合C
8223,008831,海富通安益对冲混合A
8224,010603,长城中债5-10年国开债指数A
8225,014838,兴银碳中和主题混合A
8226,008506,浙商中短债债券C
8227,012290,中融恒益纯债债券A
8228,012271,富国腾享回报6个月滚动持有C
8229,015139,泰康医疗健康股票发起A
8230,013702,招商稳锦混合C
8231,011699,蜂巢丰华债券A
8232,012451,国寿安保安恒金融债债券
8233,013325,申万菱信恒利三个月定期开放债券
8234,013111,中金安益30天滚动持有短债发起A
8235,006775,前海开源优质成长混合
8236,007395,东兴兴财短债债券C
8237,010142,朱雀企业优选C
8238,011718,浦银均衡优选6个月持有混合C
8239,011280,华宝双债增强债券A
8240,013252,中信建投稳硕债券C
8241,013815,汇添富稳鑫120天滚动持有债券C
8242,012267,中泰稳固周周购12周滚动债C
8243,013916,中融成长先锋一年持有混合A
8244,952003,国泰君安中债1-3年政金债A
8245,011149,创金合信ESG责任投资股票A
8246,011012,泰康安泽中短债C
8247,012624,蜂巢丰远债券A
8248,012285,招商稳裕短债30天持有债A
8249,013547,财通资管鸿享30天滚动中短债C
8250,014367,招商添悦纯债D
8251,013412,嘉实方舟6个月滚动持有债券发起C
8252,013494,华泰柏瑞锦元债券
8253,560880,广发中证全指家用电器ETF
8254,014379,创金合信尊睿债券C
8255,010820,安信稳健回报6个月混合C
8256,011505,上银丰益混合C
8257,010829,国寿安保稳悦混合C
8258,970053,方正鑫悦一年持有债券C
8259,014248,兴业一年持有债券A
8260,011661,华富中债1-3年国开债A
8261,012021,国投瑞银安智混合A
8262,015053,东方红医疗升级股票发起C
8263,006697,华宝中证银行ETF联接C
8264,009684,汇添富创新增长一年定开混合C
8265,011415,鹏华宁华一年持有期混合C
8266,013997,广发增强债券A
8267,011119,汇添富稳健睿选一年持有混合C
8268,012957,嘉实60天滚动持有短债A
8269,002584,富安达长盈灵活配置混合A
8270,012796,汇安裕兴12个月定开纯债债券
8271,014712,恒生前海恒裕债券A
8272,008643,国金惠远纯债C
8273,970060,安信瑞盈3个月滚动持有债C
8274,159719,平安富时中国国企开放共赢ETF
8275,004657,金鹰民富收益混合A
8276,012722,平安中证光伏产业指数A
8277,012403,东方中债1-5年政策性金融债A
8278,008844,上投摩根中债1-3年国开债指数A
8279,012050,天弘安盈一年持有C
8280,014084,浙商汇金月享30天滚动持有中短债C
8281,008726,平安添裕债券A
8282,012101,中金金合债券
8283,012858,天弘睿选利率债发起式A
8284,009354,浙商科创一个月滚动持有混合C
8285,015577,国联安上证商品ETF联接C
8286,008298,华夏中证银行ETF联接A
8287,012931,平安双季盈6个月持有债券A
8288,014951,汇安润阳三年持有期混合C
8289,515390,华安沪深300ETF
8290,013360,华夏磐泰混合(LOF)C
8291,217025,招商理财7天债券A
8292,013207,万家稳鑫30天滚动持有短债A
8293,011662,华富中债1-3年国开债C
8294,009536,汇添富稳健增益一年持有混合A
8295,013222,博远臻享3个月定开债券A
8296,013097,财通资管双盈债券发起式A
8297,013565,银华季季盈3个月滚动持有债券C
8298,970071,第一创业创享纯债
8299,970026,申万宏源灵通快利短债债券
8300,010588,鹏扬先进制造混合C
8301,516300,华泰柏瑞中证1000ETF
8302,013564,银华季季盈3个月滚动持有债券B
8303,013112,中金安益30天滚动持有短债发起C
8304,970037,华安证券睿赢一年持有债券B
8305,010189,中欧添益一年混合C
8306,010525,富国天兴回报混合C
8307,012279,嘉实稳和6个月持有纯债A
8308,012916,中欧稳利60天滚动持有短债C
8309,013536,鹏华稳华90天滚动持有债券A
8310,013780,华夏鼎丰债券
8311,011973,新华中债1-5年农发行A
8312,010398,中加科享混合A
