,基金代码,基金简称
2340,003876,华宝沪深300指数增强A
2341,009703,鹏华中债1-3年农发行债券指数C
2342,519171,浦银安盛医疗健康混合A
2343,000122,汇添富实业债债券A
2344,007594,鹏扬中证500质量成长指数C
2345,006767,银河嘉裕债券
2346,162510,国联安中小综指(LOF)
2347,002545,东方岳灵活配置混合
2348,002657,招商安裕灵活配置混合A
2349,008180,同泰慧利混合A
2350,007825,博道志远混合A
2351,001522,博时新策略灵活配置混合A
2352,240019,华宝中证银行ETF联接A
2353,005683,国寿安保华兴灵活配置混合
2354,001650,工银丰收回报灵活配置混合A
2355,531017,建信双息红利债券C
2356,007811,淳厚信泽混合A
2357,003154,华宝新活力混合
2358,007244,安信核心竞争力混合C
2359,006503,财通集成电路产业股票C
2360,005934,前海联合先进制造混合C
2361,002667,前海开源沪港深创新成长混合C
2362,007938,华夏饲料豆粕期货ETF联接C
2363,000138,民生加银岁岁增利债券C
2364,001433,易方达瑞景混合
2365,005901,诺安汇利灵活配置混合A
2366,001448,华商双翼平衡混合
2367,001285,易方达新鑫混合I
2368,501065,汇添富经典成长定开混合
2369,007795,申万菱信中证500指数增强C
2370,007872,金信稳健策略灵活配置混合
2371,004737,富国新优享灵活配置混合A
2372,000508,泰达宏利宏达混合B
2373,673090,西部利得个股精选股票A
2374,519613,银河君尚混合A
2375,002088,国富新机遇混合C
2376,002728,华富益鑫灵活配置混合A
2377,090017,大成可转债增强债券
2378,519671,银河沪深300价值指数A
2379,005379,汇添富价值创造定开混合
2380,470088,汇添富6月红添利定开债A
2381,007465,交银创业板50指数C
2382,161211,国投沪深300金融地产联接
2383,003026,安信新价值混合A
2384,006121,华安双核驱动混合A
2385,007794,申万菱信中证500指数优选增强C
2386,001596,信诚新泽A
2387,001122,鹏华弘利混合A
2388,006286,华泰MSCI中国A股联接A
2389,007995,华夏中证500指数增强C
2390,519662,银河久益回报6个月定开A
2391,673020,西部利得成长精选混合
2392,003153,华富天鑫灵活配置混合C
2393,002057,中银新机遇混合A
2394,006202,交银核心资产混合
2395,372010,上投摩根强化回报债券A
2396,005902,诺安汇利灵活配置混合C
2397,395011,中海增强收益债券A
2398,008980,中邮科技创新精选混合A
2399,008181,同泰慧利混合C
2400,400020,东方成长回报平衡混合
2401,007111,前海联合国民健康混合C
2402,000377,上投摩根双债增利债券A
2403,005967,鹏华创新驱动混合
2404,620007,金元顺安优质精选混合A
2405,001505,南方利众C
2406,673120,西部利得新富混合A
2407,001250,天弘新活力混合
2408,002734,泓德裕荣纯债债券A
2409,001865,前海开源事件驱动混合C
2410,001857,易方达现代服务业混合
2411,003581,前海联合国民健康混合A
2412,000187,华泰柏瑞丰盛纯债债券A
2413,004725,先锋聚元灵活配置混合C
2414,007345,富国科技创新灵活配置混合
2415,007300,国联安中证半导体ETF联接A
2416,160626,鹏华信息A
2417,000979,景顺长城沪港深精选股票
2418,000346,建信安心回报6个月定开A
2419,001635,万家瑞益灵活配置混合A
2420,004143,招商盛合灵活混合C
2421,008099,广发价值领先混合A
2422,002058,中银新机遇混合C
2423,004435,博时逆向投资混合C
2424,002459,华夏鼎利债券发起式A
2425,501060,中金优选300指数(LOF)A
2426,005245,国泰聚优价值灵活配置混合C
2427,001747,易方达瑞祺灵活配置混合I
2428,162414,华宝新机遇混合(LOF)A
2429,002364,华安安康灵活配置混合C
2430,000191,富国信用债债券A/B
2431,007826,博道志远混合C
2432,005847,富国沪港深业绩驱动混合型A
2433,200113,长城积极增利债券C
2434,006240,中融医疗健康混合A
2435,002049,融通新机遇灵活配置混合
2436,000295,鹏华丰实定开债A
2437,002233,工银丰收回报灵活配置混合C
2438,001706,诺安积极回报混合A
2439,007812,淳厚信泽混合C
2440,003950,博时鑫润混合A
2441,008981,中邮科技创新精选混合C
2442,006769,长城研究精选混合A
2443,610108,信澳信用债债券C
2444,002025,广发聚盛混合A
2445,007808,北信瑞丰量化优选灵活配置
2446,163115,申万菱信中证军工指数(LOF)A
2447,003741,鹏华丰盈债券
2448,001758,嘉实研究增强混合
2449,000297,鹏华可转债债券A
2450,270049,广发纯债债券C
2451,001196,东方鼎新灵活配置混合A
2452,004041,金鹰医疗健康产业C
2453,003951,博时鑫润混合C
2454,005496,创金合信科技成长股票C
2455,519652,银河鑫利混合A
2456,006201,景顺长城量化先锋混合
2457,003027,安信新价值混合C
2458,008467,博道嘉瑞混合A
2459,000077,工银信用纯债一年定开债C
2460,004232,中欧价值发现混合C
2461,003028,安信新优选混合A
2462,004360,创金合信量化核心混合C
2463,261002,景顺长城优信增利债券A
2464,002573,建信汇利灵活配置混合
2465,005175,国寿安保消费新蓝海混合
2466,000205,易方达投资级信用债债券A
2467,007454,民生加银嘉盈债券
2468,006293,华泰MSCI中国A股联接C
2469,001343,易方达新享混合C
2470,167501,安信宝利债券(LOF)
2471,005041,人保研究精选混合A
2472,001399,安信鑫安得利混合A
2473,002460,华夏鼎利债券发起式C
2474,000812,富国收益增强债券C
2475,000186,华泰柏瑞季季红债券A
2476,519755,交银多策略回报灵活配置混合A
2477,008274,大成行业先锋混合A
2478,400016,东方强化收益债券
2479,519152,新华纯债添利债券发起A
2480,001324,华宝新价值混合
2481,512710,富国中证军工龙头ETF
2482,050016,博时宏观回报债券A/B
2483,001316,安信稳健增值混合A
2484,004427,交银增利增强债券A
2485,519224,海富通欣荣混合A
2486,008488,华商恒益稳健混合
2487,012627,申万菱信汇元宝债券C
2488,001558,天弘医疗健康混合A
2489,001980,中欧量化驱动混合
2490,007301,国联安中证半导体ETF联接C
2491,002166,华夏永福混合C
2492,512480,国联安中证半导体ETF
2493,531008,建信稳定增利债券A
2494,001748,易方达瑞祺灵活配置混合E
2495,001190,鹏华弘润混合A
2496,002134,广发鑫裕混合A
2497,001897,九泰久盛量化先锋混合A
2498,164403,前海开源沪港深农业混合A
2499,001511,兴全新视野定开混合
2500,519761,交银多策略回报灵活配置混合C
2501,006104,华泰柏瑞量化智慧混合C
2502,110037,易方达纯债债券A
2503,000933,前海开源睿远稳健增利混合C
2504,515200,申万菱信中证研发创新100ETF
2505,002533,中加心享混合C
2506,519223,海富通欣荣混合C
2507,004900,财通资管鑫锐混合A
2508,167601,国金沪深300指数增强
2509,501009,汇添富中证生物科技指数A
2510,001335,南方利众A
2511,519023,海富通稳健添利债券C
2512,501061,中金优选300指数(LOF)C
2513,002385,博时沪深300指数C
2514,000966,中邮核心科技创新灵活配置混合
2515,001146,中欧瑾源灵活配置混合A
2516,000254,长城定开债A
2517,001286,易方达新鑫混合E
2518,000142,融通增强收益债券A
2519,519024,海富通稳健添利债券A
2520,005771,银华可转债债券
2521,009651,海富通成长甄选混合A
2522,004267,金鹰持久增利债券(LOF)E
2523,001355,广发聚泰混合A
2524,501081,中欧科创主题混合(LOF)
2525,002455,民生加银鑫喜混合
2526,206015,鹏华纯债债券
2527,004128,前海联合泳隆混合A
2528,001430,中邮乐享收益灵活配置混合
2529,005325,景顺长城泰恒回报混合A
2530,000286,银华信用季季红债券A
2531,003594,长盛盛崇灵活配置混合A
2532,003170,长盛盛辉混合C
2533,004450,嘉实前沿科技沪港深股票
2534,006259,汇添富红利增长混合A
2535,009439,西部利得国企红利指数增强C
2536,002612,融通通慧混合A/B
2537,000289,鹏华丰泰定开债A
2538,000305,中银中高等级A
2539,001338,安信稳健增值混合C
2540,009763,惠升和悦债券A
2541,003029,安信新优选混合C
2542,007056,银华积极精选混合
2543,007968,华泰柏瑞研究精选A
2544,020034,国泰民安增利债券C
2545,004266,招商沪港深科技创新混合A
2546,007177,浙商智能行业优选混合A
2547,519951,长信利泰灵活配置混合A
2548,001915,宝盈医疗健康沪港深股票
2549,008275,大成行业先锋混合C
2550,371120,上投摩根纯债债券B
2551,003169,长盛盛辉混合A
2552,000664,国联安通盈混合A
2553,001123,鹏华弘利混合C
2554,515080,招商中证红利ETF
2555,008961,华商科技创新混合
2556,006241,中融医疗健康混合C
2557,001850,国泰安益灵活配置混合A
2558,166023,中欧瑞丰灵活配置混合(LOF)A
2559,161022,富国创业板指数(LOF)A
2560,004314,前海开源沪港深新硬件A
2561,008468,博道嘉瑞混合C
2562,002616,中银益利混合A
2563,003670,中融物联网主题灵活配置混合
2564,519062,海富通阿尔法对冲混合A
2565,159971,富国创业板ETF
2566,007413,长城中证500指数增强C
2567,002222,嘉实新趋势混合
2568,005457,景顺长城量化小盘股票
2569,159938,广发中证全指医药卫生ETF
2570,519963,长信利盈混合A
2571,010085,蜂巢丰瑞债券C
2572,008373,华泰柏瑞景气回报A
2573,000668,国寿安保尊享债券A
2574,240014,华宝中证100ETF联接A
2575,501010,汇添富中证生物科技指数C
2576,003452,招商招盛纯债A
2577,002729,华富益鑫灵活配置混合C
2578,006522,财通新兴蓝筹混合A
2579,004814,中欧红利优享混合A
2580,004747,富国新优享灵活配置混合C
2581,007126,博道远航混合A
2582,501077,富国创新企业灵活配置混合(LOF)A
2583,004131,国联安鑫发混合A
2584,001398,华泰柏瑞健康生活混合
2585,005873,建信创业板ETF联接A
2586,009652,海富通成长甄选混合C
2587,519655,银河服务混合
2588,003511,长盛可转债债券C
2589,519614,银河君尚混合C
2590,002617,中银益利混合C
2591,169201,浙商鼎盈事件驱动混合
2592,002504,鹏华金鼎灵活配置混合A
2593,004901,财通资管鑫锐混合C
2594,000319,泰达淘利债券A
2595,009402,交银启明混合A
2596,393001,中海优势精选灵活配置混合
2597,000152,大成景旭纯债债券A
2598,001681,新华积极价值灵活配置混合
2599,002658,招商安裕灵活配置混合C
2600,001712,东方红优势精选混合
2601,005275,中欧创新成长灵活配置混合A
2602,005326,景顺长城泰恒回报混合C
2603,007664,永赢创业板指数发起式A
2604,007431,浙商之江凤凰联接
2605,001422,景顺长城安享回报混合A
2606,006560,华夏四川国改ETF联接A
2607,003754,国泰普益混合A
2608,004746,易方达上证50增强C
2609,005399,长信量化价值驱动混合A
2610,000563,南方通利债券A
2611,000123,汇添富实业债债券C
2612,000206,易方达投资级信用债债券C
2613,000930,博时黄金I
2614,000197,富国目标收益一年期纯债债券
2615,002535,中银鑫利混合A
2616,005561,创金合信中证红利低波动指数A
2617,008082,国寿安保研究精选混合A
2618,000028,华富安鑫债券
2619,001400,安信鑫安得利混合C
2620,000406,汇添富双利增强债券A
2621,005450,华夏稳盛灵活配置混合
2622,006921,南方智诚混合
2623,008374,华泰柏瑞景气回报C
2624,460008,华泰柏瑞稳健收益债券A
2625,002515,招商丰益混合C
2626,004428,交银增利增强债券C
2627,002413,中银瑞利混合A
2628,007665,永赢创业板指数发起式C
2629,000378,上投摩根双债增利债券C
2630,000669,国寿安保尊享债券C
2631,005357,富国国企改革灵活配置混合
2632,005811,南方瑞祥一年混合C
2633,008132,鹏华价值驱动混合
2634,004407,招商上证消费80ETF联接C
2635,004132,国联安鑫发混合C
2636,673110,西部利得新润混合A
2637,519663,银河久益回报6个月定开C
2638,000111,易方达纯债1年定开债A
2639,002461,中银珍利混合A
2640,003510,长盛可转债债券A
2641,006369,弘毅远方国企转型升级混合A
2642,002117,广发安享混合C
2643,001965,圆信永丰兴源灵活配置混合A
2644,002462,中银珍利混合C
2645,002581,招商丰凯混合A
2646,002415,融通通盈灵活配置混合
2647,005042,人保研究精选混合C
2648,003869,长信稳势纯债
2649,005273,华商可转债债券A
2650,610005,信澳红利回报混合
2651,470089,汇添富6月红添利定开债C
2652,161119,易方达中债新综指(LOF)A
2653,001636,万家瑞益灵活配置混合C
2654,000188,华泰柏瑞丰盛纯债债券C
2655,005112,银华中证全指医药卫生
2656,003591,华泰柏瑞享利混合A
2657,001417,汇添富医疗服务混合A
2658,001183,南方利淘A
2659,001756,嘉实策略优选混合
2660,005492,农银汇理研究驱动混合
2661,001724,申万菱信多策略灵活配置混合C
2662,007217,浙商智能行业优选混合C
2663,001284,红塔红土盛金新动力混合C
2664,001334,南方利鑫A
2665,217019,招商深证TMT50ETF联接A
2666,515790,华泰柏瑞中证光伏产业ETF
2667,291007,泰信债券增强收益C
2668,000697,汇添富移动互联股票A
2669,002345,华夏高端制造混合A
2670,002767,泰康宏泰回报混合
2671,005874,建信创业板ETF联接C
2672,002054,中银新财富混合A
2673,000826,广发百发100指数A
2674,270044,广发双债添利债券A
2675,001021,华夏亚债中国指数A
2676,003755,国泰普益混合C
2677,001559,天弘医疗健康混合C
2678,000005,嘉实增强信用定期债券
2679,005562,创金合信中证红利低波动指数C
2680,008083,国寿安保研究精选混合C
2681,000925,汇添富外延增长股票A
2682,000296,鹏华丰实定开债B
2683,001257,兴业收益增强债券A
2684,004934,圆信永丰消费升级
2685,519615,银河君尚混合I
2686,000827,广发百发100指数E
2687,003453,招商招盛纯债C
2688,512120,华安中证细分医药ETF
2689,001966,圆信永丰兴源灵活配置混合C
2690,519730,交银定期支付月月丰债券A
2691,261102,景顺长城优信增利债券C
2692,004265,金鹰民丰回报定期开放混合
2693,002776,招商安荣混合A
2694,006561,华夏四川国改ETF联接C
2695,165526,信诚新旺混合(LOF)A
2696,001191,鹏华弘润混合C
2697,004932,招商丰拓灵活混合A
2698,001185,安信动态策略混合A
2699,009835,融通新能源汽车主题精选混合C
2700,001523,博时新策略灵活配置混合C
2701,005693,广发中证军工ETF联接C
2702,005461,南方希元转债
2703,003458,嘉实稳宏债券A
2704,501080,中金科创主题灵活配置混合(LOF)
2705,003503,金鹰鑫瑞混合C
2706,372110,上投摩根强化回报债券B
2707,001330,鹏华弘实混合C
2708,005664,鹏扬景欣混合A
2709,007127,博道远航混合C
2710,000032,易方达信用债债券A
2711,050116,博时宏观回报债券C
2712,004926,中航军民融合精选A
2713,000175,汇添富高息债债券C
2714,001405,东方红策略精选混合A
2715,000192,富国信用债债券C
2716,000086,南方稳利1年定开债A
2717,003595,长盛盛崇灵活配置混合C
2718,002430,中银丰利混合A
2719,003592,华泰柏瑞享利混合C
2720,002177,信诚新泽B
2721,010963,信澳周期动力混合A
2722,450018,国富恒久信用债券A
2723,002536,中银鑫利混合C
2724,000407,汇添富双利增强债券C
2725,004084,国联安鑫隆混合C
2726,004040,金鹰医疗健康产业A
2727,003646,创金合信中证1000指数增强A
2728,001503,南方利鑫C
2729,001423,景顺长城安享回报混合C
2730,006813,博时汇悦回报混合
2731,009334,富国融享18个月定开混合A
2732,004252,国泰安益灵活配置混合C
2733,502040,长盛上证50指数(LOF)
2734,001504,南方利淘C
2735,000320,泰达淘利债券C
2736,001136,易方达裕如混合
2737,650001,英大纯债债券A
2738,000166,中海信息产业精选混合
2739,163907,中海惠裕纯债发起式
2740,001306,中欧永裕混合A
2741,512170,华宝中证医疗ETF
2742,003684,汇安丰融混合A
2743,160716,嘉实基本面50指数(LOF)A
2744,000181,景顺长城四季金利债券A
2745,519153,新华纯债添利债券发起C
2746,006260,汇添富红利增长混合C
2747,004740,中欧瑞丰灵活配置混合C
2748,519752,交银新回报灵活配置混合A
2749,519190,万家双利债券A
2750,100066,富国纯债债券发起A/B
2751,000971,诺安新经济股票
2752,470068,汇添富深证300ETF联接
2753,159957,华夏创业板ETF
2754,002389,招商安德灵活配置混合A
2755,160622,鹏华丰利债券(LOF)
2756,005284,华商可转债债券C
2757,620009,金元顺安丰祥债券
2758,000973,新华增盈回报债券
2759,001626,国泰央企改革股票
2760,519653,银河鑫利混合C
2761,008793,博道嘉元混合A
2762,002192,东方鼎新灵活配置混合C
2763,002411,华夏新机遇混合A
2764,160643,鹏华空天军工指数(LOF)A
2765,005812,鹏华产业精选
2766,006449,浙商汇金量化精选混合
2767,002490,金鹰元祺信用债
2768,004316,前海开源沪港深裕鑫A
2769,006157,财通量化核心优选混合
2770,001111,中欧瑾泉灵活配置混合C
2771,002431,中银丰利混合C
2772,006618,长江可转债债券A
2773,519188,万家信用恒利债券A
2774,003548,泰达宏利沪深300指数增强C
2775,395012,中海增强收益债券C
2776,002574,招商瑞庆混合A
2777,000564,南方通利债券C
2778,002056,中银新财富混合C
2779,011229,创金合信数字经济主题股票A
2780,002017,招商瑞丰灵活配置混合发起式C
2781,004083,国联安鑫隆混合A
2782,000255,长城定开债C
2783,006783,红土创新中证500增强A
2784,001164,中欧琪和灵活配置混合A
2785,001798,泰康新回报灵活配置混合A
2786,006216,前海开源价值成长混合A
2787,380005,中银纯债债券A
2788,006523,财通新兴蓝筹混合C
2789,519962,长信利盈混合C
2790,008652,长城中债1-3年政金债A
2791,001470,融通通鑫灵活配置混合
2792,003578,中金中证500C
2793,006364,招商丰韵混合A
2794,519723,交银双轮动债券A/B
2795,004927,中航军民融合精选C
2796,008653,长城中债1-3年政金债C
2797,002216,易方达量化策略A
2798,005970,国泰消费优选股票
2799,007854,光大景气先锋混合
2800,530021,建信纯债债券A
2801,007556,中航瑞明纯债C
2802,164810,工银纯债定开债
2803,002861,工银智能制造股票
2804,006030,南方昌元转债A
2805,006573,人保行业轮动混合A
2806,002510,申万菱信中证500指数增强A
2807,000823,银华高端制造业混合A
2808,002414,中银瑞利混合C
2809,159863,鹏华中证光伏产业ETF
2810,007386,浙商中证500指数增强C
2811,167001,平安鼎泰混合(LOF)
2812,006569,国联安中证医药100C
2813,001336,鹏华弘益混合A
2814,110038,易方达纯债债券C
2815,512580,广发中证环保ETF
2816,005039,鹏扬景兴混合A
2817,001638,前海开源优势蓝筹股票C
2818,002280,华富安享债券
2819,004317,前海开源沪港深裕鑫C
2820,510230,国泰上证180金融ETF
2821,006217,前海开源价值成长混合C
2822,001201,申万菱信安鑫回报混合A
2823,002685,中欧丰泓沪港深混合A
2824,003647,创金合信中证1000指数增强C
2825,005544,银华瑞和灵活配置混合
2826,006109,富荣价值精选混合A
2827,159934,易方达黄金ETF
2828,164811,工银中证京津冀协同发展指数A
2829,202108,南方润元纯债债券A/B
2830,002137,诺安利鑫灵活配置混合A
2831,004050,华夏新锦升混合A
2832,006992,嘉合锦创优势精选混合
2833,004815,中欧红利优享混合C
2834,660011,农银中证500指数
2835,003850,中银锦利灵活配置混合A
2836,005381,泰康睿利量化多策略混合A
2837,002085,长盛互联网+混合
2838,003459,嘉实稳宏债券C
2839,005005,中金金泽A
2840,009686,华夏磐利一年定开混合A
2841,000347,建信安心回报6个月定开C
2842,005519,银华混改红利灵活配置混合发起式
2843,001566,南方利达A
2844,000153,大成景旭纯债债券C
2845,011230,创金合信数字经济主题股票C
2846,001067,鹏华弘盛混合A
2847,161035,富国中证医药主题指数增强A
2848,000402,工银纯债债券A
2849,004675,富国新机遇灵活配置混合C
2850,000355,南方丰元信用增强债券A
2851,005728,华宝绿色主题混合A
2852,159964,平安创业板ETF
2853,003117,光大吉鑫混合A
2854,007490,南方信息创新混合A
2855,000270,建信灵活配置混合
2856,001722,工银银和利混合
2857,006784,红土创新中证500增强C
2858,008794,博道嘉元混合C
2859,001799,泰康新回报灵活配置混合C
2860,001765,前海开源嘉鑫混合A
2861,007499,光大风格轮动混合C
2862,161120,易方达中债新综指(LOF)C
2863,005276,中欧创新成长灵活配置混合C
2864,001659,富安达新动力混合
2865,000112,易方达纯债1年定开债C
2866,510210,上证综指ETF
2867,003015,中金沪深300A
2868,001567,南方利达C
2869,002390,招商安德灵活配置混合C
2870,002783,东方红价值精选混合A
2871,001496,工银聚焦30股票
2872,003851,中银锦利灵活配置混合C
2873,005206,南方优选成长混合C
2874,005665,鹏扬景欣混合C
2875,003069,光大创业板量化优选A
2876,501099,平安科技创新3年封闭混合
2877,006619,长江可转债债券C
2878,002076,浙商中证500指数增强A
2879,009057,博时科技创新混合A
2880,000804,中信建投稳利混合A
2881,001441,易方达瑞信混合I
2882,002026,广发聚盛混合C
2883,003030,安信新目标混合A
2884,161812,银华深证100指数(LOF)
2885,002561,东吴安鑫量化混合A
2886,270045,广发双债添利债券C
2887,007326,国投瑞银新增长混合C
2888,003144,华宝新机遇混合(LOF)C
2889,512990,华夏MSCIA股国际通ETF
2890,006435,景顺长城创新成长混合
2891,002261,中银宝利混合A
2892,005123,南方优享分红混合A
2893,005260,银华稳健增利灵活配置混合A
2894,002015,南方荣光A
2895,519616,银河君信混合A
2896,002118,广发安盈混合A
2897,161627,融通通福债券(LOF)C
2898,460108,华泰柏瑞稳健收益债券C
2899,008227,宝盈研究精选混合A
2900,400009,东方稳健回报债券A
2901,009687,华夏磐利一年定开混合C
2902,001363,长城久惠灵活配置混合
2903,003831,建信鑫瑞回报灵活配置混合
2904,005587,安信比较优势混合
2905,005311,万家经济新动能混合A
2906,006564,圆信永丰精选回报混合
2907,003131,国寿安保强国智造混合
2908,001189,广发聚宝混合A
2909,000078,工银信用纯债三个月定开债A
2910,501076,鹏华创新动力混合(LOF)
2911,005453,前海开源医疗健康A
2912,519768,交银优选回报灵活配置混合A
2913,001770,前海开源嘉鑫混合C
2914,009274,融通健康产业灵活配置混合C
2915,004933,招商丰拓灵活混合C
2916,000744,北信瑞丰稳定收益A
2917,004716,信诚量化阿尔法股票A
2918,008213,华夏新起点混合C
2919,160628,鹏华中证800地产指数(LOF)A
2920,005081,海富通量化多因子混合A
2921,450019,国富恒久信用债券C
2922,159912,汇添富深证300ETF
2923,002505,鹏华金鼎灵活配置混合C
2924,002016,南方荣光C
2925,002513,金鹰元安混合C
2926,001331,鹏华弘信混合A
2927,004945,长信中证500指数增强A
2928,519228,海富通欣享灵活配置混合C
2929,003495,鹏华弘尚灵活配置混合A
2930,001258,兴业收益增强债券C
2931,004477,嘉实沪港深回报混合
2932,001337,鹏华弘益混合C
2933,512610,嘉实中证医药卫生ETF
2934,002502,中银腾利混合A
2935,000080,天治可转债增强债券A
2936,519625,银河君盛混合A
2937,510810,汇添富中证上海国企ETF
2938,004703,南方兴盛混合
2939,005014,泰康景泰回报混合A
2940,006863,国联安智能制造混合
2941,005593,上投摩根创新商业模式混合A
2942,006031,南方昌元C
2943,004890,中邮健康文娱混合
2944,686868,浙商聚盈纯债A
2945,002367,国联安安稳混合
2946,002262,中银宝利混合C
2947,008891,安信价值成长混合A
2948,005454,前海开源医疗健康C
2949,006574,人保行业轮动混合C
2950,002670,万家沪深300指数增强A
2951,040040,华安纯债债券A
2952,005569,中融智选红利股票A
2953,090020,大成健康产业混合A
2954,006531,华泰柏瑞量化驱动混合C
2955,002116,广发安享混合A
2956,519771,交银优择回报灵活配置混合C
2957,001442,易方达瑞信混合E
2958,000176,嘉实沪深300指数研究增强A
2959,005788,南方MSCI中国A股联接A
2960,519718,交银纯债债券发起A
2961,002009,中欧瑾通灵活配置混合A
2962,000714,诺安稳健回报灵活配置混合A
2963,003432,信诚至瑞灵活配置A
2964,512920,新华MSCI中国A股国际ETF
2965,008477,安信价值驱动三年持有混合
2966,000398,华富灵活配置混合
2967,006048,长城中证500指数增强A
2968,005040,鹏扬景兴混合C
2969,519731,交银定期支付月月丰债券C
2970,010419,申万菱信中证环保产业指数(LOF)C
2971,002489,国泰民福策略价值混合A
2972,005878,博时产业新动力混合C
2973,002434,中银宏利混合A
2974,000875,建信稳定得利债券A
2975,001707,诺安高端制造股票A
2976,001682,新华鑫回报混合
2977,009058,博时科技创新混合C
2978,009273,融通中国风1号灵活配置混合C
2979,004888,财通资管鑫逸混合A
2980,000033,易方达信用债债券C
2981,002018,鹏华弘安混合A
2982,008985,东方红启东三年持有混合
2983,050018,博时行业轮动混合
2984,002692,富国创新科技混合A
2985,002217,易方达量化策略C
2986,004258,国寿安保稳嘉混合A
2987,008604,广发稳安灵活配置C
2988,003685,汇安丰融混合C
2989,000139,富国国有企业债债券A/B
2990,007831,博道伍佰智航股票A
2991,001541,汇添富民营新动力股票
2992,009083,华夏鼎佳债券C
2993,005006,中金金泽C
2994,202021,南方小康ETF联接A
2995,163827,中银产业债债券A
2996,007119,睿远成长价值混合A
2997,007802,兴全合泰混合A
2998,001366,金鹰产业整合混合A
2999,161727,招商增荣混合(LOF)
3000,007470,博道叁佰智航股票A
3001,519770,交银优择回报灵活配置混合A
3002,160611,鹏华优质治理混合(LOF)
3003,002119,广发安盈混合C
3004,002503,中银腾利混合C
3005,003449,招商招华纯债C
3006,159981,建信易盛能源化工期货ETF
3007,001023,华夏亚债中国指数C
3008,006648,汇安多因子混合A
3009,000761,国富健康优质生活股票
3010,162107,金鹰先进制造股票(LOF)A
3011,002435,中银宏利混合C
3012,005261,银华稳健增利灵活配置混合C
3013,008228,宝盈研究精选混合C
3014,005382,泰康睿利量化多策略混合C
3015,009062,财通智慧成长混合A
3016,001727,申万菱信安鑫回报混合C
3017,005080,海富通量化多因子混合C
3018,002577,南方新兴混合
3019,005793,华富可转债债券
3020,003118,光大吉鑫混合C
3021,002315,创金合信沪深300指数增强C
3022,004573,新华鑫泰灵活配置混合
3023,000182,景顺长城四季金利债券C
3024,519626,银河君盛混合C
3025,006365,招商丰韵混合C
3026,003433,信诚至瑞灵活配置C
3027,519769,交银优选回报灵活配置混合C
3028,004259,国寿安保稳嘉混合C
3029,000189,易方达丰华债券A
3030,003496,鹏华弘尚灵活配置混合C
3031,001194,景顺长城稳健回报混合A
3032,160726,嘉实瑞享定期混合
3033,004495,博时量化平衡混合
3034,002985,中银季季红定开债
3035,004707,景顺长城睿成混合A
3036,006972,金鹰民安回报定开A
3037,000116,嘉实丰益纯债定期债券
3038,001172,鹏华弘泽混合A
3039,006611,人保中证500指数
3040,515580,华泰柏瑞中证科技100ETF
3041,515100,景顺长城红利低波动100ETF
3042,002456,招商安元灵活配置混合A
3043,005015,泰康景泰回报混合C
3044,000306,天弘弘利债券
3045,400030,东方添益债券
3046,008892,安信价值成长混合C
3047,000104,华宸未来稳健添利债券A
3048,003550,泰达改革动力混合C
3049,159937,博时黄金ETF
3050,002639,天弘价值精选灵活配置混合
3051,001158,工银新材料新能源股票
3052,164809,工银中证500ETF联接A
3053,002310,创金合信沪深300指数增强A
3054,006063,景顺长城MSCI中国A股国际通
3055,510120,海富通上证非周期ETF
3056,009189,华宝成长策略混合
3057,006939,鹏华沪深300指数(LOF)C
3058,000129,大成景安短融债券B
3059,512360,平安MSCI中国A股国际ETF
3060,002618,中银裕利混合A
3061,165527,信诚新旺混合(LOF)C
3062,161033,富国中证智能汽车(LOF)A
3063,380006,中银纯债债券C
3064,004249,安信中国制造2025混合
3065,001147,中欧瑾源灵活配置混合C
3066,007047,长城核心优势混合
3067,007832,博道伍佰智航股票C
3068,002197,国泰鑫策略价值混合
3069,003849,中银广利灵活配置混合C
3070,000679,招商丰利灵活配置混合A
3071,001910,泰康新机遇混合
3072,007491,南方信息创新混合C
3073,510550,方正富邦中证500ETF
3074,004889,财通资管鑫逸混合C
3075,002784,东方红价值精选混合C
3076,001149,汇丰晋信恒生龙头指数C
3077,100068,富国纯债债券发起C
3078,165309,建信沪深300指数(LOF)
3079,000469,富国目标齐利一年期纯债债券
3080,002777,招商安荣混合C
3081,007137,鹏扬元合量化大盘A
3082,519172,浦银安盛睿智精选混合A
3083,000465,景顺长城鑫月薪定期支付债券
3084,003788,方正富邦惠利纯债C
3085,002029,安信动态策略混合C
3086,184801,鹏华前海万科REITS
3087,001904,光大欣鑫混合C
3088,003031,安信新目标混合C
3089,519229,海富通欣享灵活配置混合A
3090,002619,中银裕利混合C
3091,003884,汇安沪深300指数增强A
3092,620003,金元顺安丰利债券
3093,003133,易方达裕鑫债券A
3094,020021,国泰上证180金融ETF联接A
3095,001819,兴全稳益定开债发起式
3096,011174,中庚价值品质一年持有期混合
3097,501066,东方红恒元五年定开混合
3098,519629,银河睿利混合A
3099,531021,建信纯债债券C
3100,000914,中加纯债债券
3101,001370,中银新趋势灵活配置混合A
3102,002703,长城久源灵活配置混合A
3103,003269,招商招乾3个月定开债A
3104,000015,华夏纯债债券A
3105,161233,国投瑞银瑞泰多策略混合A
3106,000757,华富智慧城市灵活配置混合
3107,001311,华安新回报灵活配置混合
3108,007471,博道叁佰智航股票C
3109,005789,南方MSCI中国A股联接C
3110,002742,泓德裕祥债券A
